order_no,district,address,latitude,longitude
2546,Kathmandu,"CHABAHIL , Kathmandu",27.7166069,85.3485072
3393,Kathmandu,"Kamaladi , Kathmandu",27.709047,85.3194375
297,Kathmandu,"Kamaladi , Kathmandu",27.709047,85.3194375
386,Kathmandu,"Durbarmarg , Kathmandu",27.7064748,85.31639
1340,Kathmandu,"Gaushala , Kathmandu",27.7084959,85.3465697
1484,Lalitpur,"GABAHAL , Lalitpur",27.6742615,85.3209808
1487,Lalitpur,"Sanepa , Lalitpur",27.6844496,85.3058664
1523,Lalitpur,"BHAISEPATI , Lalitpur",27.6493323,85.3058664
3803,Kathmandu,"New Road , Kathmandu",27.7033426,85.3115765
1908,Kathmandu,"NARAYAN Gopal Chowk, Kathmandu",27.7403746,85.3375271
2064,Kathmandu,"New Road , Kathmandu",27.7033426,85.3115765
2795,Kathmandu,"New Road , Kathmandu",27.7033426,85.3115765
1544,Kathmandu,"INDRA CHWOK , Kathmandu",27.706149,85.3094211
3836,Kathmandu,"New Road , Kathmandu",27.7033426,85.3115765
3846,Lalitpur,"Rabi Bazar , Lalitpur",27.6644011,85.3187914
3868,Kathmandu,"New Road , Kathmandu",27.7033426,85.3115765
3233,Kathmandu,"Putalisadak New , Kathmandu",27.7033426,85.3115765
3241,Kathmandu,"New Road , Kathmandu",27.7033426,85.3115765
3242,Kathmandu,"New Baneshwor , Kathmandu",27.6915196,85.3420486
2997,Kathmandu,"New Baneshwor , Kathmandu",27.6915196,85.3420486
1667,Kathmandu,"New Road , Kathmandu",27.7033426,85.3115765
1681,Kathmandu,"New Baneshwor , Kathmandu",27.6915196,85.3420486
1684,Lalitpur,"Mangal Bazar , Lalitpur",27.6726484,85.3249198
177,Bhaktapur,"Sano Thimi , Bhaktapur",27.6852825,85.3743339
3857,Kathmandu,"New Baneshwor , Kathmandu",27.6915196,85.3420486
3859,Kathmandu,"New Road , Kathmandu",27.7033426,85.3115765
2571,Kathmandu,"New Baneshwor , Kathmandu",27.6915196,85.3420486
2604,Kathmandu,"New Road , Kathmandu",27.7033426,85.3115765
2605,Kathmandu,"New Road , Kathmandu",27.7033426,85.3115765
2642,Kathmandu,"New Baneshwor , Kathmandu",27.6915196,85.3420486
2698,Kathmandu,"New Road , Kathmandu",27.7033426,85.3115765
387,Kathmandu,"Naya Bazar , Kathmandu",27.7191814,85.3096178
2276,Kathmandu,"New Baneshwor , Kathmandu",27.6915196,85.3420486
2464,Kathmandu,"Lainchour Visa , Kathmandu",27.7214428,85.3148284
2495,Kathmandu,"New Road , Kathmandu",27.7033426,85.3115765
2528,Kathmandu,"New Baneshwor , Kathmandu",27.6915196,85.3420486
560,Kathmandu,"New Road , Kathmandu",27.7033426,85.3115765
570,Kathmandu,"Old Baneshwor , Kathmandu",27.7024708,85.3414027
800,Kathmandu,"New Baneshwor , Kathmandu",27.6915196,85.3420486
3767,Kathmandu,"New Road , Kathmandu",27.7033426,85.3115765
974,Bhaktapur,"Sano Thimi , Bhaktapur",27.6852825,85.3743339
1166,Kathmandu,"New Road , Kathmandu",27.7033426,85.3115765
3871,Kathmandu,"New Road , Kathmandu",27.7033426,85.3115765
1422,Kathmandu,"New Baneshwor , Kathmandu",27.6915196,85.3420486
1423,Kathmandu,"New Road , Kathmandu",27.7033426,85.3115765
1177,Kathmandu,"New Baneshwor , Kathmandu",27.6915196,85.3420486
1178,Kathmandu,"New Road , Kathmandu",27.7033426,85.3115765
1469,Kathmandu,"New Road , Kathmandu",27.7033426,85.3115765
1470,Kathmandu,"New Road , Kathmandu",27.7033426,85.3115765
